Data;Evap;Prec;Temp;Umid;Vent;Nome
2002-11-12;NA;44,2;23,4;61,5;1,2;Belo Horizonte
2002-11-13;NA;0,0;23,0;55,5;2,1;Belo Horizonte
2002-11-14;NA;0,0;23,0;59,5;2,1;Belo Horizonte
2002-11-15;NA;0,0;24,1;60,8;1,5;Belo Horizonte
2002-11-16;NA;37,4;25,6;56,0;2,1;Belo Horizonte
2002-11-17;NA;0,0;22,8;75,3;1,5;Belo Horizonte
2002-11-18;NA;32,2;23,0;80,5;1,2;Belo Horizonte
2002-11-19;NA;29,6;24,0;65,8;1,5;Belo Horizonte
2002-11-20;NA;0,0;25,9;59,5;1,7;Belo Horizonte
2002-11-21;NA;1,6;24,5;75,3;1,0;Belo Horizonte
2002-11-22;NA;0,8;23,8;74,3;1,9;Belo Horizonte
2002-11-23;NA;0,0;24,0;68,0;1,5;Belo Horizonte
2002-11-24;NA;0,2;23,1;74,3;0,3;Belo Horizonte
2002-11-25;NA;4,9;23,6;75,5;1,4;Belo Horizonte
2002-11-26;NA;5,9;26,0;55,5;1,4;Belo Horizonte
2002-11-27;NA;0,8;21,4;73,8;1,0;Belo Horizonte
2002-11-28;NA;4,2;24,8;52,0;1,7;Belo Horizonte
2002-11-29;NA;0,0;25,6;54,3;1,9;Belo Horizonte
2002-11-30;NA;0,0;26,9;47,0;1,5;Belo Horizonte
2002-12-01;NA;0,0;27,5;43,5;0,9;Belo Horizonte
2002-12-02;NA;0,0;28,0;45,0;1,2;Belo Horizonte
2002-12-03;NA;0,0;26,9;58,3;1,9;Belo Horizonte
2002-12-04;NA;0,0;26,0;61,3;1,5;Belo Horizonte
2002-12-05;NA;0,0;26,1;62,0;0,7;Belo Horizonte
2002-12-06;NA;0,0;25,2;77,0;1,5;Belo Horizonte
2002-12-07;NA;11,7;23,4;78,3;1,7;Belo Horizonte
2002-12-08;NA;30,0;23,9;75,0;1,7;Belo Horizonte
2002-12-09;NA;5,7;23,9;79,8;1,5;Belo Horizonte
2002-12-10;NA;3,4;23,2;75,3;1,9;Belo Horizonte
2002-12-11;NA;10,2;22,2;90,5;1,0;Belo Horizonte
2002-12-12;NA;62,3;20,4;95,8;2,1;Belo Horizonte
2002-12-13;NA;75,9;20,2;91,3;1,7;Belo Horizonte
2002-12-14;NA;28,0;19,9;94,0;1,4;Belo Horizonte
2002-12-15;NA;20,8;19,9;91,0;0,5;Belo Horizonte
2002-12-16;NA;13,8;19,5;92,0;1,0;Belo Horizonte
2002-12-17;NA;26,8;21,3;86,8;1,2;Belo Horizonte
2002-12-18;NA;4,2;24,9;60,5;1,9;Belo Horizonte
2002-12-19;NA;0,0;24,1;67,5;1,5;Belo Horizonte
2002-12-20;NA;0,0;26,1;58,3;1,0;Belo Horizonte
2002-12-21;NA;0,0;24,4;81,8;1,3;Belo Horizonte
2002-12-22;NA;37,2;24,3;72,3;0,5;Belo Horizonte
2002-12-23;NA;0,0;24,3;80,0;1,5;Belo Horizonte
2002-12-24;NA;14,5;24,3;79,8;0,3;Belo Horizonte
2002-12-25;NA;4,7;24,1;79,0;0,0;Belo Horizonte
2002-12-26;NA;10,8;23,2;81,3;1,4;Belo Horizonte
2002-12-27;NA;20,6;22,8;68,0;1,4;Belo Horizonte
2002-12-28;NA;0,0;23,1;68,0;1,2;Belo Horizonte
2002-12-29;NA;0,6;23,4;64,8;1,5;Belo Horizonte
2002-12-30;NA;1,4;22,2;87,0;1,2;Belo Horizonte
2002-12-31;NA;12,7;22,7;83,5;0,7;Belo Horizonte
2003-01-01;1,7;46,6;22,9;85,8;1,0;Belo Horizonte
2003-01-02;1,4;12,0;22,4;89,5;0,6;Belo Horizonte
2003-01-03;1,0;19,2;22,4;87,5;1,0;Belo Horizonte
2003-01-04;1,0;25,1;21,6;90,8;1,6;Belo Horizonte
2003-01-05;0,8;36,5;22,0;92,0;1,8;Belo Horizonte
2003-01-06;1,8;22,6;22,3;95,8;0,8;Belo Horizonte
2003-01-07;0,7;73,1;20,5;88,3;0,7;Belo Horizonte
2003-01-08;1,5;56,2;21,5;82,0;0,9;Belo Horizonte
2003-01-09;1,6;1,0;23,9;84,8;0,8;Belo Horizonte
2003-01-10;2,0;29,4;24,7;73,0;1,3;Belo Horizonte
2003-01-11;3,9;8,6;22,9;80,5;0,7;Belo Horizonte
2003-01-12;2,7;21,8;23,9;72,8;1,1;Belo Horizonte
2003-01-13;3,3;16,2;23,6;76,0;0,7;Belo Horizonte
2003-01-14;1,6;8,3;23,3;78,8;0,9;Belo Horizonte
2003-01-15;2,3;31,2;23,1;88,0;1,1;Belo Horizonte
2003-01-16;0,6;83,4;20,8;95,3;0,4;Belo Horizonte
2003-01-17;0,5;81,9;19,9;94,5;0,7;Belo Horizonte
2003-01-18;0,5;27,6;22,8;81,0;0,5;Belo Horizonte
2003-01-19;2,7;16,0;23,0;80,0;0,9;Belo Horizonte
2003-01-20;1,7;4,6;22,5;82,0;0,6;Belo Horizonte
2003-01-21;2,0;72,9;22,5;84,0;0,6;Belo Horizonte
2003-01-22;1,6;24,8;22,9;77,0;0,4;Belo Horizonte
2003-01-23;2,8;1,7;25,5;56,3;1,9;Belo Horizonte
2003-01-24;4,7;0,0;26,0;50,3;1,9;Belo Horizonte
2003-01-25;6,2;0,0;25,8;55,8;1,2;Belo Horizonte
2003-01-26;6,3;0,0;24,7;64,3;1,5;Belo Horizonte
2003-01-27;5,2;0,0;25,0;57,8;1,4;Belo Horizonte
2003-01-28;5,3;0,0;24,1;75,8;1,3;Belo Horizonte
2003-01-29;2,8;7,4;22,2;90,3;1,6;Belo Horizonte
2003-01-30;0,8;53,3;21,9;80,0;1,0;Belo Horizonte
2003-01-31;2,9;0,2;24,0;59,8;1,6;Belo Horizonte
2003-02-01;5,9;0,0;24,5;61,0;2,5;Belo Horizonte
2003-02-02;5,8;0,0;24,6;57,8;2,2;Belo Horizonte
2003-02-03;6,5;0,0;23,7;68,3;1,8;Belo Horizonte
2003-02-04;5,0;0,0;24,5;63,3;1,8;Belo Horizonte
2003-02-05;5,2;0,0;25,1;56,3;1,6;Belo Horizonte
2003-02-06;6,4;0,0;24,6;57,5;2,1;Belo Horizonte
2003-02-07;6,5;0,0;25,2;55,5;2,2;Belo Horizonte
2003-02-08;6,8;0,0;25,6;56,8;2,2;Belo Horizonte
2003-02-09;6,5;0,0;25,9;49,3;2,4;Belo Horizonte
2003-02-10;6,9;0,0;25,5;55,3;1,8;Belo Horizonte
2003-02-11;6,6;0,0;26,5;46,0;1,9;Belo Horizonte
2003-02-12;8,0;0,0;26,0;48,8;2,0;Belo Horizonte
2003-02-13;7,5;0,0;25,4;48,3;1,9;Belo Horizonte
2003-02-14;7,0;0,0;26,1;49,8;1,3;Belo Horizonte
2003-02-15;8,3;0,0;22,1;78,8;1,2;Belo Horizonte
2003-02-16;2,2;75,9;23,1;71,5;1,3;Belo Horizonte
2003-02-17;3,3;0,0;22,8;78,8;0,8;Belo Horizonte
2003-02-18;2,7;44,4;23,0;77,8;0,8;Belo Horizonte
2003-02-19;2,9;24,8;21,5;87,3;1,6;Belo Horizonte
2003-02-20;1,9;9,6;24,5;65,0;1,6;Belo Horizonte
2003-02-21;4,2;0,0;25,1;63,5;0,9;Belo Horizonte
2003-02-22;5,5;0,0;24,5;58,8;2,4;Belo Horizonte
2003-02-23;6,6;0,0;25,2;55,3;1,6;Belo Horizonte
2003-02-24;6,5;0,0;24,9;51,5;2,2;Belo Horizonte
2003-02-25;7,3;0,0;26,3;46,0;1,5;Belo Horizonte
2003-02-26;8,2;0,0;25,4;66,3;0,4;Belo Horizonte
2003-02-27;4,4;28,2;26,1;61,5;1,5;Belo Horizonte
2003-02-28;5,5;0,0;25,6;59,3;1,4;Belo Horizonte
2003-03-01;6,3;0,0;26,0;56,0;1,8;Belo Horizonte
2003-03-02;5,7;0,0;26,3;53,8;1,5;Belo Horizonte
2003-03-03;5,2;0,0;26,0;57,3;1,3;Belo Horizonte
2003-03-04;4,7;0,0;26,6;53,8;1,7;Belo Horizonte
2003-03-05;6,0;0,0;26,4;48,0;1,6;Belo Horizonte
2003-03-06;7,1;0,0;25,2;51,5;2,4;Belo Horizonte
2003-03-07;6,7;0,0;25,7;52,5;2,1;Belo Horizonte
2003-03-08;6,1;0,0;22,6;76,3;1,6;Belo Horizonte
2003-03-09;2,8;4,8;22,1;76,3;1,4;Belo Horizonte
2003-03-10;4,6;0,3;23,4;71,3;2,2;Belo Horizonte
2003-03-11;3,9;0,2;23,4;70,5;2,1;Belo Horizonte
2003-03-12;3,2;1,2;22,7;79,3;1,3;Belo Horizonte
2003-03-13;2,1;25,6;22,5;82,8;1,2;Belo Horizonte
2003-03-14;1,6;2,9;23,0;78,3;1,3;Belo Horizonte
2003-03-15;2,3;0,3;22,9;79,8;1,4;Belo Horizonte
2003-03-16;2,6;10,9;22,8;87,3;1,6;Belo Horizonte
2003-03-17;1,4;14,2;21,6;77,3;0,6;Belo Horizonte
2003-03-18;2,8;14,4;20,8;82,5;0,5;Belo Horizonte
2003-03-19;1,7;0,3;22,3;79,8;0,3;Belo Horizonte
2003-03-20;2,1;17,6;24,1;66,0;1,0;Belo Horizonte
2003-03-21;3,7;1,2;24,5;67,8;1,1;Belo Horizonte
2003-03-22;2,8;78,3;22,1;83,3;0,9;Belo Horizonte
2003-03-23;2,2;0,0;22,7;74,5;1,6;Belo Horizonte
2003-03-24;3,3;0,0;22,6;71,8;1,2;Belo Horizonte
2003-03-25;3,5;0,3;22,9;68,3;1,5;Belo Horizonte
2003-03-26;3,9;0,0;22,4;69,0;0,7;Belo Horizonte
2003-03-27;2,9;0,3;20,4;87,3;0,4;Belo Horizonte
2003-03-28;1,2;5,9;21,7;69,3;1,2;Belo Horizonte
2003-03-29;3,2;0,0;22,6;62,8;1,7;Belo Horizonte
2003-03-30;3,7;0,0;23,6;55,3;1,2;Belo Horizonte
2003-03-31;4,9;0,0;23,4;60,5;1,0;Belo Horizonte
2003-04-01;5,7;0,0;23,3;60,3;1,2;Belo Horizonte
2003-04-02;4,8;0,0;24,1;56,5;1,0;Belo Horizonte
2003-04-03;5,4;0,0;23,9;64,0;1,7;Belo Horizonte
2003-04-04;4,4;0,0;23,3;66,0;1,5;Belo Horizonte
2003-04-05;3,2;0,6;23,3;78,0;0,4;Belo Horizonte
2003-04-06;3,3;21,0;23,5;77,5;0,7;Belo Horizonte
2003-04-07;2,3;3,5;23,1;69,8;1,9;Belo Horizonte
2003-04-08;3,3;0,4;21,6;76,8;1,8;Belo Horizonte
2003-04-09;3,4;0,2;23,4;71,8;2,0;Belo Horizonte
2003-04-10;3,5;0,0;23,8;71,5;1,0;Belo Horizonte
2003-04-11;3,1;0,0;24,1;64,0;1,4;Belo Horizonte
2003-04-12;3,9;0,0;24,0;65,3;1,2;Belo Horizonte
2003-04-13;3,3;0,0;20,4;74,8;2,1;Belo Horizonte
2003-04-14;3,6;0,5;20,4;68,0;1,8;Belo Horizonte
2003-04-15;3,1;0,0;21,2;69,8;1,0;Belo Horizonte
2003-04-16;2,9;0,0;21,5;63,0;1,7;Belo Horizonte
2003-04-17;4,3;0,0;21,9;58,0;1,6;Belo Horizonte
2003-04-18;6,2;0,0;21,8;65,5;2,3;Belo Horizonte
2003-04-19;4,1;0,0;22,8;65,3;1,5;Belo Horizonte
2003-04-20;4,3;0,0;22,9;61,3;2,1;Belo Horizonte
2003-04-21;5,1;0,0;23,7;64,3;1,5;Belo Horizonte
2003-04-22;5,5;0,0;22,9;60,5;1,9;Belo Horizonte
2003-04-23;5,6;0,0;22,1;61,8;2,6;Belo Horizonte
2003-04-24;4,5;0,0;22,2;67,3;1,1;Belo Horizonte
2003-04-25;3,8;0,0;22,2;63,8;1,3;Belo Horizonte
2003-04-26;4,4;0,0;23,2;60,3;1,5;Belo Horizonte
2003-04-27;4,9;0,0;24,1;47,8;1,5;Belo Horizonte
2003-04-28;5,8;0,0;24,4;43,3;0,5;Belo Horizonte
2003-04-29;5,3;0,0;24,2;44,5;1,0;Belo Horizonte
2003-04-30;6,0;0,0;23,7;46,5;1,1;Belo Horizonte
2003-05-01;5,4;0,0;24,2;47,8;1,1;Belo Horizonte
2003-05-02;5,6;0,0;24,0;47,8;1,9;Belo Horizonte
2003-05-03;5,7;3,0;19,1;77,3;1,7;Belo Horizonte
2003-05-04;3,9;0,0;19,1;61,8;1,7;Belo Horizonte
2003-05-05;4,8;0,0;18,8;79,3;1,0;Belo Horizonte
2003-05-06;2,0;16,4;20,1;86,3;1,4;Belo Horizonte
2003-05-07;3,0;0,8;17,7;63,0;1,6;Belo Horizonte
2003-05-08;3,6;0,0;17,5;40,3;0,9;Belo Horizonte
2003-05-09;5,2;0,0;18,3;44,5;1,9;Belo Horizonte
2003-05-10;3,8;0,0;18,8;59,8;1,5;Belo Horizonte
2003-05-11;4,6;0,0;18,7;66,8;1,5;Belo Horizonte
2003-05-12;3,5;0,0;18,3;69,0;1,7;Belo Horizonte
2003-05-13;3,3;0,0;20,0;64,3;1,5;Belo Horizonte
2003-05-14;3,7;0,0;20,4;60,5;1,9;Belo Horizonte
2003-05-15;4,9;0,0;20,3;69,5;1,2;Belo Horizonte
2003-05-16;3,9;0,0;20,1;64,0;1,6;Belo Horizonte
2003-05-17;4,2;0,0;20,0;62,3;0,9;Belo Horizonte
2003-05-18;3,5;0,0;20,5;53,8;1,3;Belo Horizonte
2003-05-19;4,4;0,0;19,9;59,8;1,2;Belo Horizonte
2003-05-20;4,7;0,0;21,3;63,5;1,2;Belo Horizonte
2003-05-21;4,0;0,0;21,7;55,8;1,0;Belo Horizonte
2003-05-22;4,4;0,0;22,1;53,5;0,6;Belo Horizonte
2003-05-23;5,0;0,0;22,6;54,5;0,8;Belo Horizonte
2003-05-24;5,3;0,0;21,3;65,5;1,2;Belo Horizonte
2003-05-25;3,8;0,0;19,3;45,5;0,7;Belo Horizonte
2003-05-26;5,3;0,0;19,7;36,8;1,3;Belo Horizonte
2003-05-27;6,7;0,0;20,2;56,5;0,7;Belo Horizonte
2003-05-28;4,3;0,0;20,2;68,0;1,3;Belo Horizonte
2003-05-29;4,6;0,0;20,5;62,0;1,0;Belo Horizonte
2003-05-30;4,1;0,0;19,8;62,3;1,6;Belo Horizonte
2003-05-31;4,1;0,0;19,4;64,0;1,1;Belo Horizonte
2003-06-01;3,4;0,0;19,6;64,3;1,1;Belo Horizonte
2003-06-02;4,1;0,0;19,6;65,0;1,2;Belo Horizonte
2003-06-03;3,9;0,0;22,0;59,0;0,9;Belo Horizonte
2003-06-04;4,1;0,0;22,8;61,5;1,0;Belo Horizonte
2003-06-05;4,7;0,0;21,3;63,8;1,9;Belo Horizonte
2003-06-06;4,8;0,0;21,4;61,0;1,6;Belo Horizonte
2003-06-07;4,0;0,0;22,4;57,5;1,2;Belo Horizonte
2003-06-08;4,9;0,0;22,3;62,8;1,1;Belo Horizonte
2003-06-09;4,6;0,0;21,3;61,8;2,0;Belo Horizonte
2003-06-10;4,9;0,0;20,6;64,3;0,9;Belo Horizonte
2003-06-11;3,6;0,0;21,6;59,5;1,5;Belo Horizonte
2003-06-12;3,8;0,0;21,8;56,5;0,5;Belo Horizonte
2003-06-13;4,5;0,0;22,2;58,0;1,5;Belo Horizonte
2003-06-14;5,3;0,0;22,5;57,8;1,2;Belo Horizonte
2003-06-15;4,9;0,0;21,4;58,3;1,2;Belo Horizonte
2003-06-16;4,0;0,0;20,9;60,0;0,8;Belo Horizonte
2003-06-17;3,9;0,0;19,8;62,5;1,0;Belo Horizonte
2003-06-18;3,6;0,0;20,2;52,8;0,9;Belo Horizonte
2003-06-19;5,0;0,0;20,5;48,5;0,7;Belo Horizonte
2003-06-20;6,1;0,0;20,7;50,3;0,4;Belo Horizonte
2003-06-21;4,5;0,0;20,9;47,3;0,9;Belo Horizonte
2003-06-22;5,2;0,0;21,0;45,5;0,9;Belo Horizonte
2003-06-23;5,7;0,0;20,3;51,8;1,2;Belo Horizonte
2003-06-24;4,6;0,0;21,0;49,5;1,0;Belo Horizonte
2003-06-25;5,1;0,0;20,4;51,8;1,8;Belo Horizonte
2003-06-26;5,2;0,0;19,9;49,0;1,0;Belo Horizonte
2003-06-27;4,7;0,0;19,8;52,8;1,1;Belo Horizonte
2003-06-28;4,8;0,0;19,4;47,8;1,4;Belo Horizonte
2003-06-29;4,2;0,0;19,8;52,5;1,3;Belo Horizonte
2003-06-30;5,3;0,0;18,7;53,3;1,1;Belo Horizonte
2003-07-01;4,9;0,0;17,5;57,8;1,4;Belo Horizonte
2003-07-02;1,5;0,0;18,7;50,3;0,7;Belo Horizonte
2003-07-03;6,6;0,0;19,2;42,5;1,5;Belo Horizonte
2003-07-04;5,3;0,0;19,1;44,8;0,7;Belo Horizonte
2003-07-05;4,7;0,0;18,7;53,8;0,7;Belo Horizonte
2003-07-06;4,4;0,0;19,4;49,0;0,6;Belo Horizonte
2003-07-07;5,1;0,0;20,2;50,8;0,7;Belo Horizonte
2003-07-08;5,2;0,0;20,9;45,3;0,6;Belo Horizonte
2003-07-09;5,2;0,0;21,4;47,3;0,7;Belo Horizonte
2003-07-10;5,6;0,0;21,4;49,3;0,7;Belo Horizonte
2003-07-11;5,3;0,0;22,8;48,0;1,0;Belo Horizonte
2003-07-12;5,4;0,0;18,6;72,0;1,2;Belo Horizonte
2003-07-13;3,2;0,0;17,4;72,3;1,1;Belo Horizonte
2003-07-14;3,1;0,0;17,5;66,8;1,0;Belo Horizonte
2003-07-15;3,8;0,0;16,3;63,5;2,3;Belo Horizonte
2003-07-16;4,3;0,0;18,1;56,8;2,0;Belo Horizonte
2003-07-17;4,6;0,0;17,9;59,0;1,7;Belo Horizonte
2003-07-18;4,7;0,0;18,5;57,3;1,3;Belo Horizonte
2003-07-19;4,7;0,0;18,9;58,8;1,5;Belo Horizonte
2003-07-20;3,8;0,0;20,6;48,3;1,1;Belo Horizonte
2003-07-21;4,9;0,0;19,7;54,3;0,5;Belo Horizonte
2003-07-22;4,5;0,0;19,9;54,0;0,9;Belo Horizonte
2003-07-23;5,5;0,0;19,3;55,8;1,8;Belo Horizonte
2003-07-24;5,0;0,0;18,9;65,3;1,6;Belo Horizonte
2003-07-25;4,1;0,0;20,1;56,8;0,8;Belo Horizonte
2003-07-26;4,4;0,0;20,7;48,0;1,4;Belo Horizonte
2003-07-27;5,8;0,0;18,7;62,0;1,2;Belo Horizonte
2003-07-28;3,9;0,0;18,9;56,8;1,3;Belo Horizonte
2003-07-29;4,9;0,0;18,8;59,8;1,3;Belo Horizonte
2003-07-30;4,1;0,0;19,9;50,5;0,9;Belo Horizonte
2003-07-31;4,5;0,0;20,5;55,8;0,9;Belo Horizonte
2003-08-01;5,0;0,0;20,5;59,3;1,1;Belo Horizonte
2003-08-02;5,2;0,0;19,8;58,8;0,9;Belo Horizonte
2003-08-03;5,0;0,0;19,7;53,3;1,0;Belo Horizonte
2003-08-04;5,4;0,0;19,0;55,3;1,7;Belo Horizonte
2003-08-05;4,7;0,0;19,8;55,3;1,0;Belo Horizonte
2003-08-06;4,8;0,0;22,0;56,0;1,0;Belo Horizonte
2003-08-07;4,2;0,0;23,0;48,8;0,5;Belo Horizonte
2003-08-08;5,4;0,0;23,3;49,3;1,5;Belo Horizonte
2003-08-09;6,8;0,0;22,9;52,0;0,7;Belo Horizonte
2003-08-10;5,3;0,0;21,5;60,5;0,8;Belo Horizonte
2003-08-11;4,9;0,0;18,5;71,0;1,5;Belo Horizonte
2003-08-12;3,4;0,0;19,0;65,3;1,6;Belo Horizonte
2003-08-13;3,9;0,0;19,9;61,3;1,1;Belo Horizonte
2003-08-14;4,7;0,0;21,0;54,8;1,5;Belo Horizonte
2003-08-15;5,2;0,0;21,3;54,5;0,7;Belo Horizonte
2003-08-16;4,7;0,0;20,6;57,0;1,0;Belo Horizonte
2003-08-17;5,1;0,0;20,1;32,3;1,3;Belo Horizonte
2003-08-18;6,6;0,0;18,5;52,8;1,4;Belo Horizonte
2003-08-19;6,3;0,0;19,6;50,3;1,3;Belo Horizonte
2003-08-20;6,3;0,0;19,3;49,5;2,0;Belo Horizonte
2003-08-21;6,2;0,0;19,5;49,3;1,9;Belo Horizonte
2003-08-22;5,7;0,0;21,6;40,3;1,1;Belo Horizonte
2003-08-23;7,1;0,0;20,2;53,3;1,6;Belo Horizonte
2003-08-24;6,2;0,0;22,1;48,3;1,0;Belo Horizonte
2003-08-25;5,7;0,0;23,3;49,3;0,6;Belo Horizonte
2003-08-26;5,0;5,2;18,5;79,3;1,2;Belo Horizonte
2003-08-27;2,5;0,0;18,5;73,0;1,3;Belo Horizonte
2003-08-28;3,2;0,0;20,3;73,8;1,4;Belo Horizonte
2003-08-29;2,7;5,2;18,6;75,3;1,1;Belo Horizonte
2003-08-30;2,6;0,0;17,7;76,8;1,5;Belo Horizonte
2003-08-31;2,8;0,0;21,1;69,5;1,1;Belo Horizonte
2003-09-01;3,9;0,0;23,1;53,5;1,2;Belo Horizonte
2003-09-02;5,2;0,0;22,8;62,3;1,0;Belo Horizonte
2003-09-03;5,0;0,0;18,9;70,5;2,6;Belo Horizonte
2003-09-04;3,8;0,0;19,5;58,5;1,3;Belo Horizonte
2003-09-05;5,2;0,0;17,9;60,5;2,0;Belo Horizonte
2003-09-06;5,3;0,0;18,3;51,8;2,1;Belo Horizonte
2003-09-07;6,8;0,0;18,5;53,5;2,4;Belo Horizonte
2003-09-08;6,1;0,0;19,9;51,5;1,5;Belo Horizonte
2003-09-09;6,2;0,0;21,0;51,3;1,9;Belo Horizonte
2003-09-10;6,3;0,0;22,2;53,3;0,9;Belo Horizonte
2003-09-11;5,3;0,0;23,0;56,5;1,4;Belo Horizonte
2003-09-12;5,3;0,0;20,3;64,0;0,8;Belo Horizonte
2003-09-13;4,6;0,0;23,4;55,0;1,2;Belo Horizonte
2003-09-14;5,0;3,2;19,4;71,3;1,6;Belo Horizonte
2003-09-15;4,0;0,0;19,4;67,0;2,9;Belo Horizonte
2003-09-16;5,7;0,0;21,9;60,5;1,2;Belo Horizonte
2003-09-17;4,2;1,0;19,7;81,3;1,2;Belo Horizonte
2003-09-18;2,6;0,9;19,7;74,0;1,5;Belo Horizonte
2003-09-19;3,9;0,0;21,1;60,0;1,7;Belo Horizonte
2003-09-20;5,7;0,0;22,4;42,8;0,8;Belo Horizonte
2003-09-21;8,0;0,0;23,6;33,3;1,1;Belo Horizonte
2003-09-22;10,1;0,0;23,3;37,3;0,9;Belo Horizonte
2003-09-23;8,3;0,0;24,4;39,0;1,3;Belo Horizonte
2003-09-24;7,6;0,0;26,1;38,8;0,5;Belo Horizonte
2003-09-25;8,9;0,0;27,7;27,5;1,5;Belo Horizonte
2003-09-26;10,2;0,0;26,4;51,8;0,9;Belo Horizonte
2003-09-27;7,6;0,0;26,4;42,0;0,8;Belo Horizonte
2003-09-28;6,7;5,4;23,1;64,8;1,1;Belo Horizonte
2003-09-29;3,7;1,6;21,8;77,5;0,7;Belo Horizonte
2003-09-30;2,7;0,0;23,2;59,3;1,1;Belo Horizonte
2003-10-01;5,2;0,0;21,8;66,3;1,8;Belo Horizonte
2003-10-02;5,0;0,0;23,1;53,5;1,0;Belo Horizonte
2003-10-03;7,1;0,0;23,5;44,8;1,4;Belo Horizonte
2003-10-04;7,9;0,0;22,6;50,5;1,9;Belo Horizonte
2003-10-05;7,6;0,0;23,0;52,0;1,4;Belo Horizonte
2003-10-06;7,7;0,0;25,4;41,8;1,2;Belo Horizonte
2003-10-07;8,1;0,0;25,9;46,3;2,0;Belo Horizonte
2003-10-08;8,5;0,0;23,0;68,5;1,9;Belo Horizonte
2003-10-09;5,7;2,8;22,4;60,5;1,8;Belo Horizonte
2003-10-10;3,1;2,6;21,9;72,3;1,5;Belo Horizonte
2003-10-11;3,8;0,5;23,0;68,5;1,1;Belo Horizonte
2003-10-12;3,3;0,3;18,4;74,3;2,7;Belo Horizonte
2003-10-13;3,0;0,0;18,9;68,8;2,1;Belo Horizonte
2003-10-14;3,8;0,0;20,0;52,8;1,6;Belo Horizonte
2003-10-15;5,9;0,0;18,8;54,8;1,9;Belo Horizonte
2003-10-16;6,1;0,0;19,9;47,8;2,7;Belo Horizonte
2003-10-17;6,3;0,0;21,3;39,0;0,6;Belo Horizonte
2003-10-18;8,2;0,0;24,0;26,3;1,4;Belo Horizonte
2003-10-19;11,1;0,0;25,9;30,3;0,4;Belo Horizonte
2003-10-20;11,0;0,0;27,4;28,5;1,3;Belo Horizonte
2003-10-21;11,1;0,0;28,2;35,0;0,9;Belo Horizonte
2003-10-22;11,9;0,0;25,8;45,0;1,7;Belo Horizonte
2003-10-23;8,5;0,0;22,0;65,5;0,9;Belo Horizonte
2003-10-24;3,4;10,6;19,4;71,5;1,4;Belo Horizonte
2003-10-25;3,7;0,0;23,1;51,0;0,8;Belo Horizonte
2003-10-26;6,6;0,0;24,1;50,5;1,1;Belo Horizonte
2003-10-27;7,8;0,0;23,6;47,5;1,9;Belo Horizonte
2003-10-28;8,6;0,0;23,1;48,3;1,2;Belo Horizonte
2003-10-29;8,5;0,0;22,8;46,8;2,1;Belo Horizonte
2003-10-30;8,8;0,0;22,6;66,0;1,4;Belo Horizonte
2003-10-31;5,2;5,2;22,3;71,3;1,9;Belo Horizonte
2003-11-01;3,7;36,6;23,6;62,5;1,5;Belo Horizonte
2003-11-02;4,2;0,0;21,5;77,3;2,5;Belo Horizonte
2003-11-03;3,2;8,7;19,2;67,5;0,8;Belo Horizonte
2003-11-04;4,5;0,0;20,1;46,8;1,3;Belo Horizonte
2003-11-05;6,5;0,0;20,4;54,8;1,6;Belo Horizonte
2003-11-06;6,0;0,0;17,8;79,3;1,3;Belo Horizonte
2003-11-07;1,8;6,2;20,1;69,8;0,8;Belo Horizonte
2003-11-08;2,6;31,6;21,3;70,3;0,7;Belo Horizonte
2003-11-09;3,4;0,0;24,8;53,3;1,6;Belo Horizonte
2003-11-10;4,3;11,4;25,9;49,8;1,0;Belo Horizonte
2003-11-11;7,2;0,0;25,2;53,0;2,4;Belo Horizonte
2003-11-12;7,5;0,0;25,6;73,5;1,5;Belo Horizonte
2003-11-13;6,7;0,0;23,8;62,3;1,6;Belo Horizonte
2003-11-14;4,0;14,6;24,1;89,3;0,9;Belo Horizonte
2003-11-15;5,0;0,0;22,9;68,5;2,2;Belo Horizonte
2003-11-16;4,7;0,0;23,8;61,8;1,7;Belo Horizonte
2003-11-17;4,3;0,4;22,3;73,8;1,8;Belo Horizonte
2003-11-18;3,5;29,6;23,1;68,0;1,2;Belo Horizonte
2003-11-19;3,8;0,0;24,1;72,5;1,5;Belo Horizonte
2003-11-20;2,9;38,6;20,6;81,0;0,4;Belo Horizonte
2003-11-21;2,1;2,4;22,3;67,8;2,4;Belo Horizonte
2003-11-22;4,3;0,0;22,5;64,0;1,9;Belo Horizonte
2003-11-23;5,3;0,0;23,6;57,5;4,2;Belo Horizonte
2003-11-24;6,3;0,0;23,7;52,8;2,0;Belo Horizonte
2003-11-25;6,2;0,0;25,5;52,8;1,7;Belo Horizonte
2003-11-26;7,0;0,0;25,4;64,0;1,1;Belo Horizonte
2003-11-27;5,9;3,2;24,0;70,3;1,5;Belo Horizonte
2003-11-28;4,0;2,7;24,7;65,3;1,6;Belo Horizonte
2003-11-29;4,2;0,0;22,8;76,3;1,1;Belo Horizonte
2003-11-30;3,8;26,1;24,5;68,8;1,6;Belo Horizonte
2003-12-01;3,5;11,8;23,9;73,0;1,2;Belo Horizonte
2003-12-02;2,8;9,2;22,8;78,8;1,0;Belo Horizonte
2003-12-03;1,6;5,4;25,0;63,0;1,6;Belo Horizonte
2003-12-04;3,6;57,2;24,0;70,5;0,6;Belo Horizonte
2003-12-05;2,6;2,3;22,4;84,5;1,6;Belo Horizonte
