Data;Evap;Prec;Temp;Umid;Vent;Nome
1991-01-01;5,8;0,0;21,4;54,3;2,4;Belo Horizonte
1991-01-02;4,8;0,0;23,6;55,0;1,7;Belo Horizonte
1991-01-03;6,5;0,0;24,4;62,8;1,8;Belo Horizonte
1991-01-04;5,2;15,0;20,8;90,0;1,7;Belo Horizonte
1991-01-05;0,6;36,1;20,2;92,8;0,4;Belo Horizonte
1991-01-06;0,9;22,2;22,3;76,3;2,3;Belo Horizonte
1991-01-07;3,6;0,0;22,3;74,5;2,6;Belo Horizonte
1991-01-08;4,4;0,0;23,6;70,5;2,5;Belo Horizonte
1991-01-09;4,9;0,0;23,9;77,8;2,5;Belo Horizonte
1991-01-10;3,1;13,5;23,0;76,5;0,9;Belo Horizonte
1991-01-11;3,0;57,5;20,3;93,5;1,1;Belo Horizonte
1991-01-12;0,4;85,4;20,2;96,0;1,4;Belo Horizonte
1991-01-13;0,4;32,8;20,8;95,0;1,4;Belo Horizonte
1991-01-14;0,6;7,6;21,2;93,3;1,6;Belo Horizonte
1991-01-15;0,9;97,0;20,2;97,0;0,9;Belo Horizonte
1991-01-16;0,4;57,8;21,0;96,8;1,3;Belo Horizonte
1991-01-17;0,6;36,7;21,5;89,3;0,9;Belo Horizonte
1991-01-18;1,0;19,6;19,3;90,8;1,8;Belo Horizonte
1991-01-19;2,1;22,6;22,3;75,0;2,2;Belo Horizonte
1991-01-20;3,6;0,0;23,3;68,3;3,2;Belo Horizonte
1991-01-21;4,4;0,0;23,5;69,3;1,8;Belo Horizonte
1991-01-22;3,6;0,0;25,6;64,8;1,0;Belo Horizonte
1991-01-23;4,1;26,0;24,0;71,5;1,5;Belo Horizonte
1991-01-24;3,5;6,8;22,6;82,0;1,0;Belo Horizonte
1991-01-25;2,3;7,1;22,5;90,8;1,3;Belo Horizonte
1991-01-26;1,0;8,3;21,7;85,0;2,0;Belo Horizonte
1991-01-27;1,5;23,8;21,0;89,3;1,1;Belo Horizonte
1991-01-28;1,4;46,9;21,2;90,0;1,1;Belo Horizonte
1991-01-29;0,9;22,6;21,4;82,0;0,6;Belo Horizonte
1991-01-30;2,1;0,9;22,7;79,3;1,2;Belo Horizonte
1991-01-31;1,9;5,0;22,3;88,0;1,9;Belo Horizonte
1991-02-01;1,8;24,8;24,3;72,0;1,7;Belo Horizonte
1991-02-02;6,6;0,0;NA;NA;1,6;Belo Horizonte
1991-02-03;5,0;0,0;24,2;63,0;1,9;Belo Horizonte
1991-02-04;5,3;0,0;23,8;70,8;2,0;Belo Horizonte
1991-02-05;5,7;0,0;24,5;59,0;2,6;Belo Horizonte
1991-02-06;6,5;0,0;24,2;61,8;2,0;Belo Horizonte
1991-02-07;5,6;0,0;25,3;57,8;2,3;Belo Horizonte
1991-02-08;6,4;0,0;22,9;76,5;2,7;Belo Horizonte
1991-02-09;4,2;2,0;23,0;85,8;0,7;Belo Horizonte
1991-02-10;2,0;35,8;22,1;83,0;0,4;Belo Horizonte
1991-02-11;1,8;8,6;23,3;83,8;1,0;Belo Horizonte
1991-02-12;2,2;6,0;24,5;79,3;1,3;Belo Horizonte
1991-02-13;2,9;1,2;25,2;68,5;2,0;Belo Horizonte
1991-02-14;4,5;0,0;24,7;70,8;2,0;Belo Horizonte
1991-02-15;3,5;1,2;24,0;75,3;1,5;Belo Horizonte
1991-02-16;2,9;32,6;22,7;83,8;1,6;Belo Horizonte
1991-02-17;2,0;35,6;23,2;84,3;1,5;Belo Horizonte
1991-02-18;2,0;6,6;24,0;77,3;1,5;Belo Horizonte
1991-02-19;3,2;37,0;23,4;75,0;1,5;Belo Horizonte
1991-02-20;3,3;0,0;22,5;76,0;1,9;Belo Horizonte
1991-02-21;3,0;27,4;22,7;73,3;1,8;Belo Horizonte
1991-02-22;5,5;0,0;24,7;69,0;1,7;Belo Horizonte
1991-02-23;4,0;0,0;24,9;76,3;1,7;Belo Horizonte
1991-02-24;3,7;8,7;21,8;80,3;1,9;Belo Horizonte
1991-02-25;2,9;15,3;21,5;77,8;1,9;Belo Horizonte
1991-02-26;3,4;0,0;22,0;72,3;1,9;Belo Horizonte
1991-02-27;3,3;0,0;22,8;67,8;2,2;Belo Horizonte
1991-02-28;4,4;0,0;21,4;82,3;1,7;Belo Horizonte
1991-03-01;3,4;3,0;22,8;66,0;2,2;Belo Horizonte
1991-03-02;6,4;0,0;22,9;72,0;1,3;Belo Horizonte
1991-03-03;5,1;0,0;23,3;71,5;1,3;Belo Horizonte
1991-03-04;3,4;40,6;22,1;77,3;1,8;Belo Horizonte
1991-03-05;3,5;2,2;23,3;71,5;2,8;Belo Horizonte
1991-03-06;4,5;0,0;23,1;70,0;2,8;Belo Horizonte
1991-03-07;5,4;0,0;22,8;61,8;2,1;Belo Horizonte
1991-03-08;6,8;0,0;23,2;68,3;2,2;Belo Horizonte
1991-03-09;5,8;0,0;22,9;67,8;2,0;Belo Horizonte
1991-03-10;6,6;0,0;24,1;65,0;2,5;Belo Horizonte
1991-03-11;5,8;0,0;24,7;65,3;1,6;Belo Horizonte
1991-03-12;5,1;0,6;22,4;78,0;1,6;Belo Horizonte
1991-03-13;2,9;4,6;23,8;73,3;1,6;Belo Horizonte
1991-03-14;3,7;0,4;24,2;73,5;1,1;Belo Horizonte
1991-03-15;4,5;0,0;23,5;69,8;1,3;Belo Horizonte
1991-03-16;5,0;0,0;22,1;69,5;1,7;Belo Horizonte
1991-03-17;5,3;0,0;22,7;65,5;2,5;Belo Horizonte
1991-03-18;5,3;0,0;23,4;71,8;2,7;Belo Horizonte
1991-03-19;4,1;0,0;23,4;79,3;1,1;Belo Horizonte
1991-03-20;2,3;1,9;24,0;77,8;1,5;Belo Horizonte
1991-03-21;2,7;0,4;24,4;74,0;1,2;Belo Horizonte
1991-03-22;3,3;21,0;21,8;87,5;1,4;Belo Horizonte
1991-03-23;2,3;18,8;20,6;88,5;1,2;Belo Horizonte
1991-03-24;1,3;16,6;20,6;95,5;1,2;Belo Horizonte
1991-03-25;1,4;39,8;23,0;80,5;0,9;Belo Horizonte
1991-03-26;2,0;35,5;23,0;83,0;1,3;Belo Horizonte
1991-03-27;3,1;15,4;22,1;77,5;2,1;Belo Horizonte
1991-03-28;3,9;0,0;21,2;74,5;2,9;Belo Horizonte
1991-03-29;4,2;0,0;22,5;70,8;1,2;Belo Horizonte
1991-03-30;4,2;0,0;22,4;78,0;1,1;Belo Horizonte
1991-03-31;3,2;1,0;22,3;79,8;1,5;Belo Horizonte
1991-04-01;3,5;0,0;23,3;79,0;1,0;Belo Horizonte
1991-04-02;2,1;0,2;22,4;88,3;1,8;Belo Horizonte
1991-04-03;1,8;10,8;21,4;71,3;1,9;Belo Horizonte
1991-04-04;4,0;0,0;23,0;74,8;1,4;Belo Horizonte
1991-04-05;2,9;0,0;22,2;69,5;2,3;Belo Horizonte
1991-04-06;4,2;0,0;21,4;72,5;1,7;Belo Horizonte
1991-04-07;4,2;0,0;21,8;69,0;2,4;Belo Horizonte
1991-04-08;4,9;0,0;21,9;67,3;2,2;Belo Horizonte
1991-04-09;4,0;0,0;22,3;67,3;2,3;Belo Horizonte
1991-04-10;6,4;0,0;22,1;67,8;2,6;Belo Horizonte
1991-04-11;5,0;0,0;23,2;66,8;2,1;Belo Horizonte
1991-04-12;5,4;0,0;23,3;62,3;2,2;Belo Horizonte
1991-04-13;4,9;0,0;23,9;55,5;1,8;Belo Horizonte
1991-04-14;5,2;0,0;23,6;72,3;1,4;Belo Horizonte
1991-04-15;3,4;0,4;24,1;62,5;1,8;Belo Horizonte
1991-04-16;5,8;0,0;23,4;64,0;2,2;Belo Horizonte
1991-04-17;5,3;0,0;23,5;66,0;1,5;Belo Horizonte
1991-04-18;4,6;0,0;24,0;64,0;1,8;Belo Horizonte
1991-04-19;4,2;0,0;24,5;65,8;2,0;Belo Horizonte
1991-04-20;4,7;5,7;19,6;82,0;1,7;Belo Horizonte
1991-04-21;3,0;2,2;19,3;66,0;1,6;Belo Horizonte
1991-04-22;4,3;0,0;18,7;60,0;3,0;Belo Horizonte
1991-04-23;5,8;0,0;19,6;67,5;2,7;Belo Horizonte
1991-04-24;3,6;0,0;21,3;66,5;1,9;Belo Horizonte
1991-04-25;4,6;0,0;20,7;78,3;2,9;Belo Horizonte
1991-04-26;3,4;20,6;22,4;72,5;1,7;Belo Horizonte
1991-04-27;3,6;28,7;20,9;83,5;1,4;Belo Horizonte
1991-04-28;1,6;13,6;20,8;71,3;1,2;Belo Horizonte
1991-04-29;3,4;0,0;21,3;60,5;2,1;Belo Horizonte
1991-04-30;5,5;0,0;21,0;59,0;2,5;Belo Horizonte
1991-05-01;5,6;0,0;20,6;64,3;1,6;Belo Horizonte
1991-05-02;5,6;0,0;20,4;59,0;2,0;Belo Horizonte
1991-05-03;5,7;0,0;19,7;61,8;1,4;Belo Horizonte
1991-05-04;4,4;0,0;20,4;58,8;1,4;Belo Horizonte
1991-05-05;4,2;0,0;20,3;59,3;0,9;Belo Horizonte
1991-05-06;4,2;0,0;21,1;58,0;1,1;Belo Horizonte
1991-05-07;5,5;0,0;20,5;66,0;1,7;Belo Horizonte
1991-05-08;4,0;0,0;21,4;65,5;1,3;Belo Horizonte
1991-05-09;5,0;0,0;21,0;63,8;1,7;Belo Horizonte
1991-05-10;5,0;0,0;20,4;72,5;1,8;Belo Horizonte
1991-05-11;4,4;0,0;20,9;67,3;1,3;Belo Horizonte
1991-05-12;4,3;0,0;19,3;72,5;2,5;Belo Horizonte
1991-05-13;4,1;0,0;18,7;64,8;2,3;Belo Horizonte
1991-05-14;5,2;0,0;18,5;69,5;1,9;Belo Horizonte
1991-05-15;2,0;0,0;19,9;63,0;1,8;Belo Horizonte
1991-05-16;4,4;1,0;18,9;82,8;1,6;Belo Horizonte
1991-05-17;1,6;0,4;20,0;71,8;1,0;Belo Horizonte
1991-05-18;3,7;0,0;20,2;67,5;4,0;Belo Horizonte
1991-05-19;5,5;0,0;18,9;76,8;2,6;Belo Horizonte
1991-05-20;3,3;0,0;17,9;84,5;2,3;Belo Horizonte
1991-05-21;5,8;17,4;19,8;69,3;1,2;Belo Horizonte
1991-05-22;3,3;0,0;20,9;71,0;1,6;Belo Horizonte
1991-05-23;3,2;0,0;22,2;70,0;1,5;Belo Horizonte
1991-05-24;4,5;0,0;21,4;68,5;1,9;Belo Horizonte
1991-05-25;4,4;0,0;21,4;66,3;1,4;Belo Horizonte
1991-05-26;4,6;0,0;20,0;63,8;1,1;Belo Horizonte
1991-05-27;5,5;0,0;20,2;68,5;2,5;Belo Horizonte
1991-05-28;5,2;0,0;19,9;70,3;2,3;Belo Horizonte
1991-05-29;3,3;0,0;19,4;68,0;2,5;Belo Horizonte
1991-05-30;4,8;0,0;19,2;66,5;2,2;Belo Horizonte
1991-05-31;6,1;0,0;19,2;71,8;2,0;Belo Horizonte
1991-06-01;4,5;0,0;19,5;62,8;1,9;Belo Horizonte
1991-06-02;5,1;0,0;19,0;62,8;1,9;Belo Horizonte
1991-06-03;5,3;0,0;19,4;70,8;2,8;Belo Horizonte
1991-06-04;0,5;0,0;20,0;61,0;1,6;Belo Horizonte
1991-06-05;4,7;0,0;19,3;71,3;2,9;Belo Horizonte
1991-06-06;3,9;0,0;20,1;66,3;1,2;Belo Horizonte
1991-06-07;3,9;0,0;21,2;59,8;1,5;Belo Horizonte
1991-06-08;4,8;0,0;21,1;70,0;1,0;Belo Horizonte
1991-06-09;4,5;0,0;20,3;69,0;2,2;Belo Horizonte
1991-06-10;5,0;0,0;16,9;63,3;2,5;Belo Horizonte
1991-06-11;5,4;0,0;16,9;69,5;2,9;Belo Horizonte
1991-06-12;4,1;0,0;17,8;69,0;0,9;Belo Horizonte
1991-06-13;3,3;0,0;18,8;67,0;1,6;Belo Horizonte
1991-06-14;4,3;0,0;17,8;78,3;2,2;Belo Horizonte
1991-06-15;3,2;0,0;19,0;72,8;1,7;Belo Horizonte
1991-06-16;3,6;0,0;20,1;69,3;1,2;Belo Horizonte
1991-06-17;3,6;0,0;20,3;68,8;1,6;Belo Horizonte
1991-06-18;4,1;0,0;21,0;60,5;1,1;Belo Horizonte
1991-06-19;4,6;0,0;21,4;58,0;0,9;Belo Horizonte
1991-06-20;4,7;0,0;21,5;62,0;1,8;Belo Horizonte
1991-06-21;4,7;0,0;22,0;62,8;0,8;Belo Horizonte
1991-06-22;5,1;0,0;21,6;64,0;1,1;Belo Horizonte
1991-06-23;5,0;0,0;21,1;66,5;2,0;Belo Horizonte
1991-06-24;5,1;0,0;20,3;73,5;2,4;Belo Horizonte
1991-06-25;4,2;0,0;20,3;67,3;2,2;Belo Horizonte
1991-06-26;5,3;0,0;19,6;69,3;2,2;Belo Horizonte
1991-06-27;5,3;0,0;19,2;64,5;2,1;Belo Horizonte
1991-06-28;5,0;0,0;19,4;69,3;1,6;Belo Horizonte
1991-06-29;4,3;0,0;19,5;64,5;1,4;Belo Horizonte
1991-06-30;3,9;0,0;20,8;56,5;1,2;Belo Horizonte
1991-07-01;5,7;0,0;19,0;62,0;2,4;Belo Horizonte
1991-07-02;5,6;0,0;19,3;60,5;1,4;Belo Horizonte
1991-07-03;3,9;0,0;19,7;55,5;1,1;Belo Horizonte
1991-07-04;4,5;0,0;19,5;54,3;1,5;Belo Horizonte
1991-07-05;5,5;0,0;19,0;63,3;1,7;Belo Horizonte
1991-07-06;4,5;0,0;18,8;55,5;1,2;Belo Horizonte
1991-07-07;4,1;0,0;18,9;53,0;1,1;Belo Horizonte
1991-07-08;5,9;0,0;18,0;52,3;1,4;Belo Horizonte
1991-07-09;6,0;0,0;18,3;53,0;1,9;Belo Horizonte
1991-07-10;4,2;0,0;18,6;51,0;1,9;Belo Horizonte
1991-07-11;5,2;0,0;20,0;51,3;0,9;Belo Horizonte
1991-07-12;5,6;0,0;21,7;53,0;1,9;Belo Horizonte
1991-07-13;6,0;0,0;21,1;61,3;1,3;Belo Horizonte
1991-07-14;5,0;0,0;20,0;69,3;2,7;Belo Horizonte
1991-07-15;4,8;0,0;18,7;74,0;2,4;Belo Horizonte
1991-07-16;4,1;0,0;18,0;75,3;2,6;Belo Horizonte
1991-07-17;2,3;0,0;18,6;68,5;2,8;Belo Horizonte
1991-07-18;5,8;0,0;18,5;67,0;2,5;Belo Horizonte
1991-07-19;5,0;0,0;18,6;63,3;2,2;Belo Horizonte
1991-07-20;5,5;0,0;17,8;71,0;2,8;Belo Horizonte
1991-07-21;4,9;0,0;16,8;55,8;2,5;Belo Horizonte
1991-07-22;5,3;0,0;17,4;59,0;1,7;Belo Horizonte
1991-07-23;4,3;0,0;17,7;56,8;0,9;Belo Horizonte
1991-07-24;4,1;0,0;18,9;54,3;1,9;Belo Horizonte
1991-07-25;5,3;0,0;18,9;51,3;3,2;Belo Horizonte
1991-07-26;6,2;0,0;17,8;69,0;2,8;Belo Horizonte
1991-07-27;4,1;0,0;18,4;57,8;2,3;Belo Horizonte
1991-07-28;5,7;0,0;17,5;64,5;2,9;Belo Horizonte
1991-07-29;4,9;0,0;17,3;75,5;3,3;Belo Horizonte
1991-07-30;4,5;0,0;17,9;67,8;2,6;Belo Horizonte
1991-07-31;4,8;0,0;19,3;53,3;2,2;Belo Horizonte
1991-08-01;5,5;0,0;20,0;51,5;1,9;Belo Horizonte
1991-08-02;4,9;0,0;20,2;59,3;2,0;Belo Horizonte
1991-08-03;6,1;0,0;15,2;75,0;2,8;Belo Horizonte
1991-08-04;3,7;0,0;15,9;66,8;2,4;Belo Horizonte
1991-08-05;4,3;0,0;17,0;59,5;2,2;Belo Horizonte
1991-08-06;4,7;0,0;19,7;53,8;1,4;Belo Horizonte
1991-08-07;4,9;0,0;21,2;50,0;1,1;Belo Horizonte
1991-08-08;5,6;0,0;21,8;56,0;1,1;Belo Horizonte
1991-08-09;5,4;0,0;23,3;46,5;1,4;Belo Horizonte
1991-08-10;6,9;0,0;23,6;39,5;1,0;Belo Horizonte
1991-08-11;7,3;0,0;25,0;32,0;1,1;Belo Horizonte
1991-08-12;11,1;0,0;21,4;64,8;2,5;Belo Horizonte
1991-08-13;6,8;0,0;20,8;60,0;3,0;Belo Horizonte
1991-08-14;6,4;0,0;18,4;66,8;2,4;Belo Horizonte
1991-08-15;5,5;0,0;15,6;55,5;3,4;Belo Horizonte
1991-08-16;6,7;0,0;14,8;46,8;2,9;Belo Horizonte
1991-08-17;7,1;0,0;15,7;50,8;2,9;Belo Horizonte
1991-08-18;8,3;0,0;17,3;50,3;3,1;Belo Horizonte
1991-08-19;7,1;0,0;16,8;65,0;2,9;Belo Horizonte
1991-08-20;5,1;0,0;17,7;66,8;2,4;Belo Horizonte
1991-08-21;4,4;0,0;18,2;53,0;2,6;Belo Horizonte
1991-08-22;7,4;0,0;19,0;54,5;2,8;Belo Horizonte
1991-08-23;6,9;0,0;18,3;59,5;2,4;Belo Horizonte
1991-08-24;9,7;0,0;18,5;51,5;2,8;Belo Horizonte
1991-08-25;3,8;0,0;19,3;50,5;1,7;Belo Horizonte
1991-08-26;7,4;0,0;20,4;51,0;1,8;Belo Horizonte
1991-08-27;6,9;0,0;21,3;48,8;1,5;Belo Horizonte
1991-08-28;7,1;0,0;21,6;50,3;2,5;Belo Horizonte
1991-08-29;7,6;0,0;21,8;53,8;1,3;Belo Horizonte
1991-08-30;6,0;0,0;21,8;55,3;2,0;Belo Horizonte
1991-08-31;7,4;0,0;22,3;41,8;2,1;Belo Horizonte
1991-09-01;9,6;0,0;20,3;56,5;3,2;Belo Horizonte
1991-09-02;6,5;0,0;17,7;62,0;2,0;Belo Horizonte
1991-09-03;5,3;0,0;15,6;67,0;3,4;Belo Horizonte
1991-09-04;4,2;0,9;16,5;58,3;2,3;Belo Horizonte
1991-09-05;6,0;0,0;16,8;57,5;2,5;Belo Horizonte
1991-09-06;6,7;0,0;18,2;68,8;2,1;Belo Horizonte
1991-09-07;7,1;0,0;18,5;50,5;2,1;Belo Horizonte
1991-09-08;6,3;0,0;19,7;49,3;2,0;Belo Horizonte
1991-09-09;7,8;0,0;21,1;47,0;1,6;Belo Horizonte
1991-09-10;8,8;0,0;20,2;54,0;2,9;Belo Horizonte
1991-09-11;6,2;0,0;22,0;45,8;1,4;Belo Horizonte
1991-09-12;6,2;0,0;23,9;40,5;1,3;Belo Horizonte
1991-09-13;9,3;0,0;22,4;56,8;2,2;Belo Horizonte
1991-09-14;6,6;0,0;23,7;56,3;1,2;Belo Horizonte
1991-09-15;6,1;0,0;23,8;49,8;1,8;Belo Horizonte
1991-09-16;5,0;2,0;21,8;68,5;1,5;Belo Horizonte
1991-09-17;3,0;0,0;22,7;68,0;1,7;Belo Horizonte
1991-09-18;6,6;0,2;23,4;54,8;1,7;Belo Horizonte
1991-09-19;6,6;0,0;22,5;59,0;1,9;Belo Horizonte
1991-09-20;4,4;14,6;16,5;82,0;2,3;Belo Horizonte
1991-09-21;2,8;4,9;18,3;70,8;2,2;Belo Horizonte
1991-09-22;3,6;0,0;21,5;59,3;1,4;Belo Horizonte
1991-09-23;4,5;0,0;23,0;58,0;1,0;Belo Horizonte
1991-09-24;6,5;0,0;22,6;61,3;1,8;Belo Horizonte
1991-09-25;5,5;9,2;20,3;77,0;3,3;Belo Horizonte
1991-09-26;4,0;12,8;18,8;76,8;1,9;Belo Horizonte
1991-09-27;2,8;0,0;20,2;56,3;2,2;Belo Horizonte
1991-09-28;6,4;0,0;21,7;58,3;2,0;Belo Horizonte
1991-09-29;4,6;10,0;21,5;75,3;1,9;Belo Horizonte
1991-09-30;3,0;0,1;23,0;72,5;1,2;Belo Horizonte
1991-10-01;2,8;43,4;22,2;82,0;1,4;Belo Horizonte
1991-10-02;2,6;0,0;22,8;78,5;1,8;Belo Horizonte
1991-10-03;4,9;15,2;22,4;81,0;1,6;Belo Horizonte
1991-10-04;1,1;0,0;20,4;67,5;2,0;Belo Horizonte
1991-10-05;5,1;0,0;21,1;66,0;2,9;Belo Horizonte
1991-10-06;4,7;0,0;22,6;66,5;1,8;Belo Horizonte
1991-10-07;3,2;26,8;19,2;86,5;2,6;Belo Horizonte
1991-10-08;3,0;1,8;17,2;73,5;2,6;Belo Horizonte
1991-10-09;4,0;0,0;18,4;71,5;2,1;Belo Horizonte
1991-10-10;4,0;0,0;21,4;67,3;0,9;Belo Horizonte
1991-10-11;3,5;0,0;24,7;51,8;0,9;Belo Horizonte
1991-10-12;6,5;0,0;19,7;75,5;3,5;Belo Horizonte
1991-10-13;3,3;0,0;20,5;64,0;2,9;Belo Horizonte
1991-10-14;4,6;0,0;21,7;53,3;2,0;Belo Horizonte
1991-10-15;7,0;0,0;22,8;56,8;2,7;Belo Horizonte
1991-10-16;8,6;0,0;19,8;79,5;4,8;Belo Horizonte
1991-10-17;2,7;6,3;23,1;58,3;1,2;Belo Horizonte
1991-10-18;4,6;14,7;22,8;66,8;1,6;Belo Horizonte
1991-10-19;6,1;0,0;21,9;64,5;2,8;Belo Horizonte
1991-10-20;6,2;0,0;22,0;59,8;2,5;Belo Horizonte
1991-10-21;6,8;0,0;21,4;53,0;2,5;Belo Horizonte
1991-10-22;9,0;0,0;20,8;49,5;1,9;Belo Horizonte
1991-10-23;8,0;0,0;21,9;53,8;2,0;Belo Horizonte
1991-10-24;8,0;0,0;21,7;56,8;2,1;Belo Horizonte
1991-10-25;8,0;0,0;21,9;53,3;3,0;Belo Horizonte
1991-10-26;7,8;0,0;21,9;50,5;2,6;Belo Horizonte
1991-10-27;6,2;0,0;22,1;52,0;2,9;Belo Horizonte
1991-10-28;8,5;0,0;23,4;48,3;2,4;Belo Horizonte
1991-10-29;8,5;0,0;23,4;50,8;1,8;Belo Horizonte
1991-10-30;7,7;0,0;24,3;50,5;1,8;Belo Horizonte
1991-10-31;7,6;0,0;25,7;50,5;2,1;Belo Horizonte
1991-11-01;6,4;18,2;22,0;73,5;1,9;Belo Horizonte
1991-11-02;3,5;2,8;20,3;91,0;1,1;Belo Horizonte
1991-11-03;0,9;16,8;20,6;86,5;1,2;Belo Horizonte
1991-11-04;1,8;7,2;22,9;61,0;1,7;Belo Horizonte
1991-11-05;5,0;0,0;23,5;59,8;1,3;Belo Horizonte
1991-11-06;4,8;0,0;23,7;67,3;1,9;Belo Horizonte
1991-11-07;4,4;20,0;24,0;63,8;1,6;Belo Horizonte
1991-11-08;4,1;1,6;24,0;72,0;1,4;Belo Horizonte
1991-11-09;3,2;0,0;22,3;79,3;1,6;Belo Horizonte
1991-11-10;2,3;3,8;23,4;71,8;1,5;Belo Horizonte
1991-11-11;4,5;0,0;22,9;63,5;1,6;Belo Horizonte
1991-11-12;3,9;14,8;21,6;77,8;1,6;Belo Horizonte
1991-11-13;3,6;5,3;22,3;76,5;2,1;Belo Horizonte
1991-11-14;3,8;2,6;22,8;80,8;1,6;Belo Horizonte
1991-11-15;1,8;14,2;23,3;81,0;1,2;Belo Horizonte
1991-11-16;1,9;42,0;23,3;80,5;1,3;Belo Horizonte
1991-11-17;4,1;0,7;23,2;73,3;1,2;Belo Horizonte
1991-11-18;1,8;6,8;24,9;59,8;1,5;Belo Horizonte
1991-11-19;5,1;1,2;25,4;60,8;2,6;Belo Horizonte
1991-11-20;4,7;0,0;22,5;76,3;1,8;Belo Horizonte
1991-11-21;4,2;10,2;21,5;69,5;1,5;Belo Horizonte
1991-11-22;5,5;0,0;21,3;63,5;2,7;Belo Horizonte
1991-11-23;5,8;0,0;21,0;72,5;2,8;Belo Horizonte
1991-11-24;4,9;2,0;21,2;61,5;2,2;Belo Horizonte
1991-11-25;5,0;0,0;23,2;55,5;1,8;Belo Horizonte
1991-11-26;6,4;0,0;25,1;54,3;1,1;Belo Horizonte
1991-11-27;2,4;0,0;26,2;52,5;1,1;Belo Horizonte
1991-11-28;7,5;2,8;22,8;74,3;2,1;Belo Horizonte
1991-11-29;3,9;6,0;24,1;63,8;2,0;Belo Horizonte
1991-11-30;4,0;0,0;24,6;65,5;2,7;Belo Horizonte
1991-12-01;3,6;8,6;22,2;86,8;1,4;Belo Horizonte
1991-12-02;2,7;2,4;22,3;66,5;1,3;Belo Horizonte
1991-12-03;3,9;19,8;20,5;75,8;2,1;Belo Horizonte
1991-12-04;4,4;0,0;21,9;65,3;2,2;Belo Horizonte
1991-12-05;5,6;0,0;23,7;60,0;2,1;Belo Horizonte
1991-12-06;5,4;0,0;24,8;59,3;2,1;Belo Horizonte
1991-12-07;5,0;11,0;22,4;80,3;0,8;Belo Horizonte
1991-12-08;1,8;20,8;23,1;78,3;2,5;Belo Horizonte
1991-12-09;2,3;0,0;23,2;83,5;1,3;Belo Horizonte
1991-12-10;1,4;25,8;22,0;85,0;1,2;Belo Horizonte
1991-12-11;1,3;7,4;23,6;77,5;1,4;Belo Horizonte
1991-12-12;2,3;0,2;22,4;92,8;1,4;Belo Horizonte
1991-12-13;0,9;18,8;24,0;74,5;1,5;Belo Horizonte
1991-12-14;3,6;0,4;24,5;78,8;1,5;Belo Horizonte
1991-12-15;4,3;17,5;23,7;74,8;2,7;Belo Horizonte
1991-12-16;2,2;0,0;25,7;59,3;1,0;Belo Horizonte
1991-12-17;5,0;19,0;23,4;74,3;1,5;Belo Horizonte
1991-12-18;3,5;2,1;22,9;74,8;1,5;Belo Horizonte
1991-12-19;2,3;12,1;22,8;79,8;1,5;Belo Horizonte
1991-12-20;2,8;6,6;22,7;85,0;0,9;Belo Horizonte
1991-12-21;4,4;3,4;24,2;70,5;2,1;Belo Horizonte
1991-12-22;0,9;1,0;24,4;67,5;1,4;Belo Horizonte
1991-12-23;4,6;0,0;25,4;56,5;1,5;Belo Horizonte
1991-12-24;6,2;0,0;25,0;73,8;1,2;Belo Horizonte
1991-12-25;4,1;4,0;26,5;54,8;1,6;Belo Horizonte
1991-12-26;5,7;0,0;26,1;59,3;2,1;Belo Horizonte
1991-12-27;5,5;0,0;23,1;72,8;1,7;Belo Horizonte
1991-12-28;4,0;11,4;22,4;78,3;3,1;Belo Horizonte
1991-12-29;3,1;52,8;21,8;82,3;1,8;Belo Horizonte
1991-12-30;4,0;8,0;21,3;87,3;1,7;Belo Horizonte
1991-12-31;2,3;26,8;22,1;74,3;1,3;Belo Horizonte
1992-01-01;3,4;0,0;21,3;84,3;1,0;Belo Horizonte
1992-01-02;2,3;0,0;22,6;74,5;1,9;Belo Horizonte
1992-01-03;3,3;0,0;24,1;67,0;2,2;Belo Horizonte
1992-01-04;6,5;0,4;23,4;80,8;1,7;Belo Horizonte
1992-01-05;1,4;10,4;20,1;94,3;1,2;Belo Horizonte
1992-01-06;1,3;44,6;23,4;71,0;1,4;Belo Horizonte
1992-01-07;3,6;0,0;23,4;71,5;2,0;Belo Horizonte
1992-01-08;5,2;0,0;23,3;71,8;2,5;Belo Horizonte
1992-01-09;3,0;21,6;22,2;83,8;1,1;Belo Horizonte
1992-01-10;1,8;14,4;24,2;64,8;2,0;Belo Horizonte
1992-01-11;5,2;0,0;22,6;71,0;1,6;Belo Horizonte
1992-01-12;4,1;7,0;23,5;72,8;1,0;Belo Horizonte
1992-01-13;2,4;16,2;20,6;96,3;1,3;Belo Horizonte
1992-01-14;0,3;66,8;21,2;91,5;1,9;Belo Horizonte
1992-01-15;0,8;23,4;21,7;91,5;1,2;Belo Horizonte
1992-01-16;1,6;11,6;22,2;88,0;1,3;Belo Horizonte
1992-01-17;2,2;7,1;19,3;94,5;0,8;Belo Horizonte
1992-01-18;0,4;18,6;20,2;93,5;1,3;Belo Horizonte
1992-01-19;0,6;13,0;20,9;94,5;1,0;Belo Horizonte
1992-01-20;1,0;26,0;21,1;93,3;1,1;Belo Horizonte
1992-01-21;0,8;34,2;20,3;93,5;1,4;Belo Horizonte
1992-01-22;0,4;40,2;19,4;96,3;1,3;Belo Horizonte
1992-01-23;0,5;40,7;19,5;97,5;1,5;Belo Horizonte
